"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000011114",941.984105803591,0.310218243759675,0.106316542731301,0.00176358287890453,0.0126733769298601
"ENSG00000011132",229.025621909973,-0.0382340787094805,0.153858104228302,0.768333849995056,0.879747525198922
"ENSG00000011143",390.287129846512,-0.0681991704168638,0.151028070879503,0.598135261357007,0.768650915703538
"ENSG00000011198",1328.48449293798,0.321143610622426,0.144807395496982,0.0119030386545153,0.0549978238445285
"ENSG00000011201",2304.86629739971,0.174866366354808,0.221693098188047,0.266072486765502,0.477668478966987
"ENSG00000011243",1264.14439303381,0.531738603200949,0.224947836493876,0.0029707838521636,0.0189876301251701
"ENSG00000011258",1437.43611232587,0.253111957279942,0.090208018362303,0.0030968564335841,0.0196208182139006
"ENSG00000011260",496.595377962304,-0.106337956978675,0.0924573022220202,0.225546513598734,0.43092771155641
"ENSG00000011275",1056.71551200506,0.223718308309371,0.111922791185362,0.029833184215216,0.109003113342612
"ENSG00000011295",1500.66425555401,0.282206496439204,0.150720328255932,0.0297625684248813,0.108822734010745
"ENSG00000011304",3519.59147380137,0.110289011436202,0.112247902659141,0.284739034909736,0.497486338560947
"ENSG00000011332",102.783388296437,-0.0836621735312119,0.171510858247579,0.551542497866655,0.735920546769806
"ENSG00000011347",986.391227763812,0.228430118871972,0.148479445995915,0.0788291248616554,0.215637987923291
"ENSG00000011376",1266.95781541568,-0.473941277709354,0.0792436430055904,6.65435947443316e-10,3.04901552134838e-08
"ENSG00000011405",2461.45959396276,0.336836605733691,0.148126441612229,0.00959851663008326,0.046805422416686
"ENSG00000011422",1266.11095615525,0.665104682698016,0.141115960480666,3.69289925805688e-07,9.42639178242274e-06
"ENSG00000011426",7196.98750224454,0.00616672082358717,0.127735084941864,0.994802334750792,0.998380268857762
